100 0 0 0 0 0 0 0
0 55 0 1 15 2 19 8
0 2 49 23 6 5 1 14
0 4 60 14 4 5 0 13
0 31 1 0 24 16 12 16
0 17 19 4 12 13 7 28
0 51 2 0 19 7 9 12
0 24 13 3 8 6 10 36
