100 0 0 0 0 0 0 0
0 76 0 0 2 0 22 0
0 0 73 27 0 0 0 0
0 0 35 65 0 0 0 0
0 4 0 0 67 4 24 1
0 0 0 0 6 54 0 40
0 23 0 0 23 0 54 0
0 0 0 0 7 46 0 47
