100 0 0 0 0 0 0 0
0 94 0 0 0 0 6 0
0 0 100 0 0 0 0 0
0 0 0 100 0 0 0 0
0 0 0 0 100 0 0 0
0 0 0 0 0 96 0 4
0 3 0 0 1 0 96 0
0 0 0 0 0 10 0 90
