100 0 0 0 0 0 0 0
8 91 0 0 0 0 1 0
0 0 100 0 0 0 0 0
0 0 0 100 0 0 0 0
2 0 0 0 98 0 0 0
24 0 0 0 0 76 0 0
15 2 0 0 0 0 83 0
30 0 0 0 0 4 0 66
